"","NGA","PolID","Duration","Pop","Terr","Hier","Gov","Infra","Info","Idea","MilTech","Complexity","Agri","Cap","PolName"
"415","Susiana","IrKhzEM",2.77742682238931,NA,NA,1.25,0.5,2,1,0,7,1.02118929906994,0.237230679841551,2.64097805735833,"Susiana B"
"421","Susiana","IrKhzM*",2.60097289568675,NA,NA,1.75,0.5,2,3,0,7,1.09691001300806,0.239966453744171,3.27300127206374,"Susiana - Early Ubaid"
"425","Susiana","IrKhzL*",2.60097289568675,NA,NA,1.75,1,2,2,0,7,1.07918124604762,0.240344251092629,3.27300127206374,"Susiana - Late Ubaid"
"429","Susiana","IrSusa1",2.69810054562339,4.22401481137286,NA,2,1,2,3,1.5,9,1.21748394421391,0.240240031134434,3.33745926129066,"Susa I"
"433","Susiana","IrSusa1",2.69810054562339,3.92298481570888,NA,2,1,2,3,1.5,9,1.21748394421391,0.240174893660562,3.33745926129066,"Susa I"
"434","Susiana","IrSusa2",2.84447717574568,4.16136800223498,NA,3,2.5,5,11,2,9,1.46982201597816,0.240187921155336,2.79588001734408,"Susa II"
"435","Susiana","IrSusa2",2.84447717574568,4.16136800223498,NA,3,2.5,5,11,2,9,1.46982201597816,0.24020094865011,2.79588001734408,"Susa II"
"436","Susiana","IrSusa2",2.84447717574568,4.16136800223498,NA,3,2.5,5,11,2,9,1.46982201597816,0.240213976144885,3.49485002168009,"Susa II"
"437","Susiana","IrSusa2",2.84447717574568,4.24303804868629,NA,3.75,2.5,5,11,2,9,1.46982201597816,0.240227003639659,3.49485002168009,"Susa II"
"438","Susiana","IrSusa2",2.84447717574568,4.36172783601759,NA,4,2.5,5,11,2,9,1.46982201597816,0.240240031134434,3.49485002168009,"Susa II"
"440","Susiana","IrSusa2",2.84447717574568,3.83884909073726,NA,4,2.5,5,11,2,9,1.46982201597816,0.355593807463494,3.49485002168009,"Susa II"
"441","Susiana","IrSusa3",2.62736585659273,NA,NA,3.25,2.5,3,11,1,13,1.48429983934679,0.35561308815576,3.79588001734408,"Susa III"
"446","Susiana","IrAwanE",2.62736585659273,NA,5.39794000867204,3.5,4.5,7.5,11,3,18,1.64345267648619,0.773868307193077,3.75966784468963,"Elam - Awan Dynasty I"
"452","Susiana","IrShima",2.10380372095596,NA,NA,3.75,3,2,9,7,19,1.60205999132796,0.775,4.21085336531489,"Elam - Shimashki Period"
"453","Susiana","IrSukkE",2.29885307640971,NA,NA,4.25,4,6,10,7,17,1.64345267648619,0.774601811790157,4.21085336531489,"Elam - Early Sukkalmah"
"455","Susiana","IrSukkL",2.29885307640971,NA,NA,4.25,5,6,10,7,17,1.65321251377534,0.77380543537047,4.21085336531489,"Elam - Late Sukkalmah"
"456","Susiana","IrSukkL",2.29885307640971,NA,NA,4.25,5,6,10,7,17,1.65321251377534,0.773407247160627,4.02632893872235,"Elam - Late Sukkalmah"
"457","Susiana","IrMElm1",1.99563519459755,NA,5.38916608436453,4.25,4,3,10,9,17,1.63346845557959,0.773009058950784,3.57403126772772,"Elam - Kidinuid Period"
"458","Susiana","IrMElm2",2.29885307640971,NA,5.49136169383427,4.25,4,5,9,9,19,1.66275783168157,0.772610870740941,NA,"Elam - Igihalkid Period"
"459","Susiana","IrMElm2",2.29885307640971,NA,5.49136169383427,4.25,4,5,9,9,19,1.66275783168157,0.772212682531098,3.8372727025023,"Elam - Igihalkid Period"
"460","Susiana","IrMElm3",1.99563519459755,NA,5.43933269383026,4.25,6,7,11,9,18,1.70757017609794,0.771814494321254,NA,"Elam - Shutrukid Period"
"461","Susiana","IrElmCP",2.29885307640971,NA,NA,NA,0,0,2,9,19,1.47712125471966,0.771416306111411,NA,"Elam - Crisis Period"
"463","Susiana","IrNElm1",2.19312459835446,NA,NA,4,2,2.5,3,9,22,1.5854607295085,0.771395348837209,NA,"Elam I"
"465","Susiana","IrNElm2",1.98227123303957,NA,5.50514997831991,4,7,4.5,7,9,27,1.73639650227664,0.772149810708491,NA,"Elam II"
"466","Susiana","IrNElm3",1.85733249643127,NA,NA,NA,4,4,8,9,24,1.69019608002851,0.772527041644132,NA,"Elam III"
"467","Susiana","IrAchae",2.07918124604762,7.36172783601759,6.71180722904119,6.25,11,11,18,11,35,1.93449845124357,0.772904272579773,5.30102999566398,"Achaemenid Empire"
"468","Susiana","IrAchae",2.07918124604762,7.41497334797082,6.60879337398693,6.25,11,11,18,11,35,1.93449845124357,0.773281503515414,5.30102999566398,"Achaemenid Empire"
"469","Susiana","IrSeleu",2.22530928172586,7.36172783601759,6.55630250076729,5.75,8,10,13,13,34,1.89209460269048,0.773658734451055,4.8750612633917,"Seleucid Empire"
"470","Susiana","IrSeleu",2.22530928172586,7.36172783601759,6.14223299179471,5.75,8,10,13,13,34,1.89209460269048,0.774035965386695,4.8750612633917,"Seleucid Empire"
"471","Susiana","IrPart1",2.26245108973043,6.73639650227664,6.30102999566398,5,7.5,11,15,10,33,1.88366143515362,0.774413196322336,5.47712125471966,"Parthian Empire I"
"472","Susiana","IrPart1",2.26245108973043,7.05115252244738,6.47712125471966,5,7.5,11,15,10,33,1.88366143515362,0.774790427257977,5.69897000433602,"Parthian Empire I"
"473","Susiana","IrElym2",2.27875360095283,NA,NA,4,3,7,16,7,24,1.75587485567249,0.775251487290427,4.39794000867204,"Elymais II"
"475","Susiana","IrSasn1",2.44404479591808,6.69897000433602,6.42324587393681,5.75,7.5,10,10,13,32,1.86033800657099,0.776173607355327,5,"Sassanid Empire I"
"476","Susiana","IrSasn1",2.44404479591808,6.69897000433602,6.4983105537896,5.75,7.5,10,10,13,32,1.86033800657099,0.776634667387777,5.39794000867204,"Sassanid Empire I"
"477","Susiana","IrSasn2",2.13353890837022,6.94939000664491,6.54095480892613,6,7.5,8,15,13,35,1.89486965674525,0.777095727420227,5.60205999132796,"Sassanid Empire II"
"478","Susiana","IrSasn2",2.13353890837022,7.10380372095596,6.44404479591808,6,9.5,8,15,13,35,1.90579588036787,0.777556787452677,5.69897000433602,"Sassanid Empire II"
"482","Susiana","IrBuyid",2.03342375548695,6.69897000433602,5.95424250943933,4.75,6,8,12,14,34,1.86923171973098,0.779401027582477,5.09691001300806,"Buyid Confederation"
"483","Susiana","IrSeljq",2.12710479836481,7.08278537031645,6.62838893005031,4.5,10,10,16,14,33.5,1.9216864754836,0.779401027582477,5.8750612633917,"Seljuk Empire"
"485","Susiana","IrIlkhn",1.85733249643127,6.72015930340596,6.57978359661681,5.25,7,9,17,14,36,1.91907809237607,0.779401027582477,5.17609125905568,"Il-khanate"
"487","Susiana","IrAkKoy",1.51851393987789,NA,6.25527250510331,4.5,5,6,14,12.5,37,1.87215627274829,0.779401027582477,NA,"Ak Koyunlu"
"488","Susiana","IrSafvd",1.79239168949825,6.95424250943933,6.43136376415899,5.25,9,10,16,13,38,1.93449845124357,0.935281233098972,5.30102999566398,"Safavid Empire"
"490","Susiana","IrQajar",2.11727129565576,6.90308998699194,6.30102999566398,4.5,7,6,12,14,37,1.88081359228079,1.24704164413196,NA,"Qajar"
"491","Susiana","IrQajar",2.11727129565576,6.90308998699194,6.20411998265593,4.5,7,6,12,14,37,1.88081359228079,1.40292184964846,5.26717172840301,"Qajar"
"492","Galilee","IlCanaa",2.91328390176042,4.35218251811136,3.23044892137827,6.5,4,7,7,4,25,1.67209785793572,0.260334199656697,4.47712125471966,"Canaan"
"494","Galilee","IlCanaa",2.91328390176042,4.35218251811136,3.23044892137827,6.5,4,7,7.5,4,25,1.67669360962487,0.259756508943263,4.47712125471966,"Canaan"
"497","Galilee","IlCanaa",2.91328390176042,4.51188336097887,3.23044892137827,6.5,4,7,8,4,26,1.69019608002851,0.549747229353163,4.67669360962487,"Canaan"
"501","Galilee","LbAcPho",2.17318626841227,4.54406804435028,3.95424250943932,6,5,7,8,3,25,1.68124123737559,0.547293802010196,4.69897000433602,"Kenaan"
"502","Galilee","IlYisrl",2.48855071650044,4.65321251377534,4.06069784035361,7,6.5,6,8,2.5,28,1.70757017609794,0.546680445174454,4.24303804868629,"Yisrael"
"503","Galilee","IlYisrl",2.48855071650044,5.24303804868629,4.06069784035361,7,6.5,6,8,2.5,28,1.70757017609794,0.54687137000767,4.24303804868629,"Yisrael"
"504","Galilee","IlYisrl",2.48855071650044,5.54406804435028,4.06069784035361,7,6.5,6,8,2.5,28,1.70757017609794,0.547062294840887,4.24303804868629,"Yisrael"
"512","Galilee","IlJudea",1.61278385671974,NA,3.8750612633917,3,3,9,14,2,32,1.77815125038364,0.548398768673399,4.74036268949424,"Yehuda"
"513","Konya Plain","TrNeoER",3.41480627950101,NA,NA,1,0,0,0,0,3,0.477121254719662,0.0284952351253446,NA,"Konya Plain - Early Neolithic"
"539","Konya Plain","TrNeoCR",2.60097289568675,NA,NA,1,0,0,0,0,6.5,0.812913356642856,0.231304837597151,NA,"Konya Plain - Ceramic Neolithic"
"543","Konya Plain","TrNeoLT",2.77742682238931,3.51188336097887,NA,1,0,0,0,1,9.5,1.02118929906994,0.25962897115062,3.75966784468963,"Konya Plain - Late Neolithic"
"549","Konya Plain","TrClcER",2.99956548822598,3.51188336097887,NA,1.75,0,0,0,0,10.5,1.02118929906994,0.301004945836934,3.4983105537896,"Konya Plain - Early Chalcolithic"
"559","Konya Plain","TrClcLT",3.30081279411812,NA,1.95424250943932,2.5,1.5,1,1,1,11.5,1.20411998265592,0.287670667445503,3.4983105537896,"Konya Plain - Late Chalcolithic"
"567","Konya Plain","TrClcLT",3.30081279411812,NA,1.95424250943932,2.5,1.5,1,1,1,11.5,1.20411998265592,0.279548229294895,3.4983105537896,"Konya Plain - Late Chalcolithic"
"570","Konya Plain","TrClcLT",3.30081279411812,NA,1.95424250943932,2.5,1.5,1,1,1,13.5,1.25527250510331,0.27637775481648,3.4983105537896,"Konya Plain - Late Chalcolithic"
"579","Konya Plain","TrBrzER",2.99956548822598,NA,NA,2.25,1,2,3,1,19,1.41497334797082,0.266118970349607,NA,"Konya Plain - Early Bronze Age"
"589","Konya Plain","TrBrzMD",2.47712125471966,4.8750612633917,4.30102999566398,3.25,3,7,7,1,21,1.5910646070265,0.260334199656697,4,"Middle Bronze Age in Central Anatolia"
"592","Konya Plain","TrBrzMD",2.47712125471966,4.8750612633917,4.30102999566398,3.25,3,7,7,1,22,1.60205999132796,0.259467663586545,4,"Middle Bronze Age in Central Anatolia"
"593","Konya Plain","TrHatOK",2.17318626841227,6.07918124604763,4.79588001734407,3,7,7,11,6.5,25,1.75204844781944,0.383584650980146,4.09691001300806,"Hatti - Old Kingdom"
"594","Konya Plain","TrBrzL2",2,5.54406804435028,4.79588001734407,3,6,8,9,6.5,25,1.73639650227664,0.549747229353163,4.16136800223498,"Konya Plain - Late Bronze Age II"
"596","Konya Plain","TrHatNK",2.21218760440396,6.21748394421391,5.47712125471966,3.75,10,8,11,6.5,26,1.78887511577542,0.54852051568168,4.24303804868629,"Hatti - New Kingdom"
"597","Konya Plain","TrHatNK",2.21218760440396,6.21748394421391,5.54406804435028,3.75,10,8,11,6.5,26,1.78887511577542,0.547907158845938,4.24303804868629,"Hatti - New Kingdom"
"598","Konya Plain","TrNHitt",2.4456042032736,5.07918124604763,2.69897000433602,3.5,5,7,0,6.5,26,1.64836001098093,0.547293802010196,4.17609125905568,"Neo-Hittite Kingdoms"
"600","Konya Plain","TrTabal",1.79934054945358,NA,3.69897000433602,3.25,0,2,4,6.5,23,1.55022835305509,0.54687137000767,NA,"Tabal Kingdoms"
"601","Konya Plain","TrPhryg",2.14612803567824,6.09691001300806,5,3.75,0,5,9,5.5,25,1.64836001098093,0.547062294840887,4.24303804868629,"Phrygian Kingdom"
"603","Konya Plain","TrLydia",2.0899051114394,NA,5.39794000867204,4.25,4.5,3,14,5.5,25,1.7160033436348,0.547444144507319,4.17609125905568,"Kingdom of Lydia"
"606","Konya Plain","TrLysim",1.25527250510331,6.39794000867204,5.6232492903979,3.5,6,9,16,6.5,30,1.82930377283102,0.548016919006967,NA,"Kingdom of Lysimachus"
"608","Konya Plain","TrCappL",1.53147891704226,5.54406804435028,5.11394335230684,3.5,5,6,12,7.5,28,1.76715586608218,0.548398768673399,NA,"Late Cappadocia"
"612","Konya Plain","TrRomDm",2.04139268515822,7.74036268949424,6.62838893005031,7.75,9,12,16.5,5,33,1.87794695162919,0.552194603636449,5.90308998699194,"Roman Empire - Dominate"
"613","Konya Plain","TrERom*",1.92941892571429,7.17609125905568,6.11394335230684,7,10,11,18.5,10,38,1.94200805302231,0.822616032947341,5.47712125471966,"East Roman Empire"
"614","Konya Plain","TrERom*",1.92941892571429,7.30102999566398,6.14612803567824,7,10,11,18.5,10,38,1.94200805302231,0.82440224967834,5.69897000433602,"East Roman Empire"
"615","Konya Plain","TrERom*",1.92941892571429,7.13830269816628,6.21748394421391,7,10,11,18.5,10,38,1.94200805302231,0.826188466409339,5.30102999566398,"East Roman Empire"
"616","Konya Plain","TrByzM1",2.28103336724773,6.75966784468963,5.76715586608218,7,10,11,17,10,38,1.93449845124357,0.827974683140337,5.01072386539177,"Byzantine Empire I"
"617","Konya Plain","TrByzM1",2.28103336724773,6.81291335664286,5.76715586608218,7,10,11,17,10,38,1.93449845124357,0.829760899871336,5.35218251811136,"Byzantine Empire I"
"618","Konya Plain","TrByzM2",2.04532297878666,6.90308998699194,5.7160033436348,7,12,11,17,10,37,1.93951925261862,0.831547116602335,5,"Byzantine Empire II"
"619","Konya Plain","TrByzM2",2.04532297878666,7.07918124604763,5.90848501887865,7,12,11,17,10,37,1.93951925261862,0.833333333333333,5.39794000867204,"Byzantine Empire II"
"620","Konya Plain","TrRum**",2.17609125905568,6.24303804868629,5.43933269383026,4.25,8,5,17,14,32,1.88081359228079,0.833333333333333,4.54406804435028,"Sultanate of Rum"
"621","Konya Plain","TrRum**",2.17609125905568,6.24303804868629,5.43933269383026,4.25,8,5,17,14,34,1.89209460269048,0.833333333333333,4.54406804435028,"Sultanate of Rum"
"623","Konya Plain","TrOttm1",0.954242509439325,6.69897000433602,4.84509804001426,4.5,8,9,17,14,37,1.92941892571429,0.833333333333333,4.39794000867204,"Ottoman Emirate"
"624","Konya Plain","TrOttm2",1.97772360528885,6.95424250943933,5.93751789201735,5,11,10,18,14,39,1.96378782734556,0.833333333333333,4.74036268949424,"Ottoman Empire I"
"625","Konya Plain","TrOttm3",2.21748394421391,7.44715803134222,6.68448629218873,7.75,11,11,18,14,39,1.96848294855394,1,5.82930377283103,"Ottoman Empire II"
"626","Konya Plain","TrOttm4",2.19033169817029,7.38021124171161,6.69196510276736,7.75,11,11,17,14,38,1.95904139232109,1.16666666666667,5.84509804001426,"Ottoman Empire III"
"627","Konya Plain","TrOttm4",2.19033169817029,7.38021124171161,NA,7.75,11,11,17,14,38,1.95904139232109,1.33333333333333,5.75587485567249,"Ottoman Empire III"
"628","Yemeni Coastal Plain","YeNeoL*",3.36153897126928,NA,NA,1.5,NA,NA,0,0,5.5,0.740362689494244,0,NA,"Yemen - Late Neolithic"
"633","Yemeni Coastal Plain","YeNeoL*",3.36153897126928,NA,NA,1.5,NA,NA,0,0,7.5,0.8750612633917,0.0242939018203906,NA,"Yemen - Late Neolithic"
"651","Yemeni Coastal Plain","YeLBA**",2.60097289568675,NA,NA,2,NA,NA,0,0,9.5,0.977723605288848,0.324029879058748,NA,"Yemen - Late Bronze Age"
"655","Yemeni Coastal Plain","YeSabaC",2.54282542695918,NA,NA,3.5,NA,1,4,3,11,1.27875360095283,0.347914177197387,4.54406804435028,"Sabaean Commonwealth"
"659","Yemeni Coastal Plain","YeQatab",2.53019969820308,NA,NA,3.5,NA,4,4,3,10,1.32221929473392,0.393393451323341,4.54406804435028,"Qatabanian Commonwealth"
"662","Yemeni Coastal Plain","YeSaRay",2.41329976408125,NA,NA,3,NA,2,4,3,6,1.17609125905568,0.427502906917806,NA,"Kingdom of Saba and Dhu Raydan"
"665","Yemeni Coastal Plain","EtAksm1",2.07554696139253,5.74036268949424,5.54406804435028,4.25,5,6,13,0,9,1.51851393987789,0.499034496148909,5.00966331667938,"Aksum I"
"666","Yemeni Coastal Plain","YeHmyr1",1.84509804001426,5.60205999132796,5.47712125471966,4,6.5,8,11,3,27,1.74429298312268,0.529115381498716,4.30102999566398,"Himyar I"
"667","Yemeni Coastal Plain","YeHmyr2",2.16731733474818,5.60205999132796,5.47712125471966,4,6.5,8,11,8,27,1.78175537465247,0.559196266848524,4.30102999566398,"Himyar II"
"672","Yemeni Coastal Plain","YeZiyad",2.22530928172586,NA,5,3.25,6,NA,6,14,33,1.77085201164214,0.709600693597561,NA,"Ziyadid Dynasty"
"674","Yemeni Coastal Plain","YeWarLd",2.13353890837022,NA,5.47712125471966,4.25,7,4,14,14,34,1.86332286012046,0.739681578947368,NA,"Era of the War Lords"
"676","Yemeni Coastal Plain","YeRasul",2.35024801833416,NA,NA,4.5,8,6,14,14,33,1.8750612633917,0.739681578947368,4.69897000433602,"Rasulids"
"678","Yemeni Coastal Plain","YeTahir",1.79934054945358,NA,NA,4.5,8,9,15,14,33,1.89762709129044,0.739681578947368,NA,"Tahirids"
"680","Yemeni Coastal Plain","YeQasmi",2.22530928172586,NA,NA,3,5,3,12,13.5,21,1.73639650227664,1.03555421052632,NA,"Yemen - Qasimid Dynasty"
"682","Sogdiana","TjSaraz",3.17580163284828,NA,NA,2.5,0,4,1,0,9,1.14612803567824,0.143600067102835,3.64097805735833,"Sarazm"
"697","Sogdiana","KzAndro",2.77742682238931,NA,4.03140846425162,1.5,0,2,1,3.5,28,1.53781909507327,0.296762288206677,2.17609125905568,"Andronovo"
"703","Sogdiana","UzKok01",2.60205999132796,NA,NA,1.25,0,0,0,3.5,21,1.38916608436453,0.29781915785942,NA,"Koktepe I"
"708","Sogdiana","UzKhw01",2.39445168082622,4.8750612633917,NA,4,0,3,0,4.5,19,1.42324587393681,0.298708270424425,4.39794000867204,"Ancient Khwarazm"
"710","Sogdiana","UzKok02",2.17609125905568,NA,NA,2,1,2,1,6,25,1.54406804435028,0.299077336017447,4.39794000867204,"Koktepe II"
"715","Sogdiana","AfGrBct",2.07188200730613,6.24303804868629,6.34242268082221,4.25,6,6,16,11.5,32,1.85430604180108,1.5,4.57403126772772,"Greco-Bactrian Kingdom"
"716","Sogdiana","AfTochr",2.19865708695442,5.21085336531489,4.17609125905568,2.75,2,3,14,8.5,30,1.75966784468963,1.50092266398255,NA,"Tocharians"
"718","Sogdiana","AfKushn",2.30102999566398,NA,6.35218251811136,4.5,7,8,15,10,36,1.88081359228079,1.50046133199128,5.17609125905568,"Kushan Empire"
"719","Sogdiana","AfKushn",2.30102999566398,NA,6.35218251811136,4.5,7,8,15,10,36,1.88081359228079,1.49907733601745,5,"Kushan Empire"
"721","Sogdiana","AfKidar",1.92427928606188,6.09691001300806,5.39794000867204,4,8,6,13,3.5,31,1.78887511577542,1.49630934406979,NA,"Kidarite Kingdom"
"722","Sogdiana","AfHepht",1.95424250943932,7.42324587393681,6.45863784902565,3.5,4.5,5,17,9,35,1.8481891169914,1.49492534809596,NA,"Hepthalite Empire"
"723","Sogdiana","KgWTurk",1.5910646070265,6.24303804868629,6.4983105537896,3.25,5,3,16,13,27,1.80617997398389,1.49354135212213,NA,"Western Turk Khaganate"
"724","Sogdiana","UzSogdi",2.02938377768521,4.51188336097887,4.17609125905568,3.25,9,7,18,12,32,1.89209460269048,1.4921573561483,4.43933269383026,"Sogdiana - City-States Period"
"726","Sogdiana","UzSamnd",2.05690485133647,6.77815125038364,5.77815125038364,5.5,10,11,16,14,35,1.93449845124357,1.48938936420064,5.11394335230684,"Samanid Empire"
"727","Sogdiana","KgKarKh",2.34439227368511,6.39794000867204,6.30102999566398,4.5,10,6,16,14,30,1.88081359228079,1.48800536822681,5.30102999566398,"Kara-Khanids"
"728","Sogdiana","KgKarKh",2.34439227368511,NA,NA,4.5,10,6,16,14,30,1.88081359228079,1.48800536822681,NA,"Kara-Khanids"
"729","Sogdiana","KgKarKh",2.34439227368511,6.35218251811136,6.14612803567824,4.5,10,6,16,14,30,1.88081359228079,1.48800536822681,5.47712125471966,"Kara-Khanids"
"730","Sogdiana","UzChagt",1.99122607569249,6.30102999566398,6.54406804435028,3.75,6,5,14,8,26,1.77085201164214,1.48800536822681,NA,"Chagatai Khaganate"
"731","Sogdiana","UzTimur",1.88081359228079,7.69019608002851,6.74036268949424,6,7,8,14,14,36,1.89762709129044,1.48800536822681,5.17609125905568,"Timurid Empire"
"732","Sogdiana","UzTimur",1.88081359228079,NA,NA,6,7,8,14,14,36,1.89762709129044,1.48800536822681,5.17609125905568,"Timurid Empire"
"733","Sogdiana","UzJanid",2.17026171539496,5.92941892571429,5.35218251811136,5.5,5,7,11,14,30,1.82607480270083,1.78560644187217,NA,"Khanate of Bukhara"
"734","Sogdiana","UzJanid",2.17026171539496,6,5.35218251811136,5.5,5,7,11,14,30,1.82607480270083,2.08320751551753,NA,"Khanate of Bukhara"
"735","Orkhon Valley","MnXngnE",3.04139268515822,4.57403126772772,5.72015930340596,1.75,0,0,2,1,14,1.23044892137827,0,NA,"Early Xiongnu"
"736","Orkhon Valley","MnXngnE",3.04139268515822,4.57403126772772,5.72015930340596,1.75,0,0,2,1,14,1.23044892137827,0,NA,"Early Xiongnu"
"742","Orkhon Valley","MnXngnE",3.04139268515822,4.57403126772772,5.72015930340596,1.75,0,0,2,1,21,1.38021124171161,0,NA,"Early Xiongnu"
"744","Orkhon Valley","MnXngnE",3.04139268515822,4.57403126772772,5.72015930340596,1.75,0,0,2,1,24,1.43136376415899,0,NA,"Early Xiongnu"
"745","Orkhon Valley","MnXngnE",3.04139268515822,4.8750612633917,6.02118929906994,1.75,0,0,2,1,24,1.43136376415899,0,NA,"Early Xiongnu"
"747","Orkhon Valley","MnXngnM",2.17318626841227,6.17609125905568,6.61278385671974,3,1,0,1,1,29.5,1.51188336097887,0,3.60205999132796,"Xiongnu Imperial Confederation"
"749","Orkhon Valley","MnXngnL",2.19865708695442,6.09691001300806,6.55630250076729,3,1,0,2,1,26.5,1.48429983934679,0,3.60205999132796,"Late Xiongnu"
"750","Orkhon Valley","MnXianb",2.17609125905568,6.09691001300806,6.53147891704226,1.5,0,0,2,0,25,1.43136376415899,0,NA,"Xianbei Confederation"
"752","Orkhon Valley","MnRourn",2.39967372148104,5.8750612633917,6.60205999132796,2.75,3,0.5,2,6.5,15,1.43136376415899,0,NA,"Rouran Khaganate"
"754","Orkhon Valley","MnRourn",2.39967372148104,5.8750612633917,6.60205999132796,2.75,3,1,10.5,10.5,15,1.60205999132796,0,NA,"Rouran Khaganate"
"755","Orkhon Valley","MnETurk",1.67209785793572,5.65321251377534,6.67669360962487,3,1.5,1,9,11.5,16,1.5910646070265,0,NA,"Eastern Turk Khaganate"
"756","Orkhon Valley","MnTurk2",1.77815125038364,5.65321251377534,6.54406804435028,3,3,0,9,11.5,17,1.60745502321467,0,NA,"Second Turk Khaganate"
"757","Orkhon Valley","MnUigur",1.97772360528885,5.65321251377534,6.35218251811136,3.5,1,3,7,8.5,18,1.57403126772772,0,NA,"Uigur Khaganate"
"758","Orkhon Valley","MnShiwe",1.81954393554187,NA,NA,1,0,0,1,6.5,16,1.37106786227174,0,NA,"Shiwei"
"759","Orkhon Valley","MnKhitn",2.21748394421391,6.57978359661681,6.35218251811136,4.25,8,5,17,10.5,31,1.85430604180108,0,NA,"Khitan 2"
"761","Orkhon Valley","MnMongE",1.89762709129044,5,4.90308998699194,1.5,4,0,3,1,24,1.50514997831991,0,2.69897000433602,"Early Mongols"
"762","Orkhon Valley","MnMngKh",1.9731278535997,NA,7.40177618087912,5,8,9,11,2,33,1.79934054945358,0,NA,"Mongol Empire"
"763","Orkhon Valley","MnMongL",2.50650503240487,NA,6.43933269383026,2.75,3,4,12,2,25,1.66275783168157,0,NA,"Late Mongols"
"765","Orkhon Valley","MnMongL",2.50650503240487,4.74036268949424,6.43933269383026,2.75,4,4,12,12,27,1.77085201164214,0,NA,"Late Mongols"
"766","Orkhon Valley","MnZungh",1.69897000433602,6.04139268515823,5.27875360095283,3,5,7,12,12,24,1.77815125038364,0,NA,"Zungharian Empire"
"769","Lena River Valley","RuYakuE",2.38381536598043,NA,NA,1.5,0,0,2,6,25,1.51851393987789,0,2,"Sakha - Early"
"772","Lena River Valley","RuYakuL",2.40993312333129,NA,NA,1.5,1,4,4,6,26,1.61278385671974,0,NA,"Sakha - Late"
"774","Lena River Valley","RuYakuL",2.40993312333129,NA,NA,1.5,4,4,9,6,26,1.69019608002851,0,NA,"Sakha - Late"
"775","Kachi Plain","PkAcerN",3.30081279411812,NA,NA,1.25,0,3,1,0,0,0.602059991327962,0,2.69897000433602,"Kachi Plain - Aceramic Neolithic"
"795","Kachi Plain","PkCeraN",3.17580163284828,NA,NA,1.25,0,3.5,1,0,0,0.653212513775344,0.377373394271746,2.69897000433602,"Kachi Plain - Ceramic Neolithic"
"810","Kachi Plain","PkChalc",2.90254677931399,NA,NA,1.75,1,3,1,0,0,0.698970004336019,0.388057318793026,3.38916608436453,"Kachi Plain - Chalcolithic"
"818","Kachi Plain","PkPreUr",2.84447717574568,NA,NA,2,1,3,1,0,0,0.698970004336019,0.390462544011887,3.45484486000851,"Kachi Plain - Pre-Urban Period"
"825","Kachi Plain","PkUrbn1",2.60097289568675,NA,5.13033376849501,2.5,3,9,5,3,7,1.43136376415899,0.43127996760884,5,"Kachi Plain - Urban Period I"
"829","Kachi Plain","PkUrbn2",2.47567118832443,NA,5.13033376849501,2.5,3,9,5,3,6,1.41497334797082,0.429039242614769,5,"Kachi Plain - Urban Period II"
"832","Kachi Plain","PkPostU",2.69810054562339,NA,NA,1.25,1,2,4,0,10.5,1.24303804868629,0.629633234834,3.05115252244738,"Kachi Plain - Post-Urban Period"
"837","Kachi Plain","PkProto",2.87448181769947,3.05115252244738,NA,1.5,0,7,1,4.5,13,1.40654018043396,0.618343794863872,NA,"Kachi Plain - Proto-Historic Period"
"842","Kachi Plain","PkProto",2.87448181769947,3.05115252244738,NA,1.5,0,7,1,4.5,14,1.42324587393681,0.999776927979605,NA,"Kachi Plain - Proto-Historic Period"
"843","Kachi Plain","PkProto",2.87448181769947,3.05115252244738,NA,1.5,0,7,1,4.5,13,1.40654018043396,0.995120033991927,NA,"Kachi Plain - Proto-Historic Period"
"849","Kachi Plain","PkIndGr",1.69019608002851,4.77815125038364,5.02212306169417,3.5,9,5,9,10,33,1.81954393554187,0.967178670065859,NA,"Indo-Greek Kingdom"
"859","Kachi Plain","PkSind1",2.51851393987789,6,5.14895414300788,3,5,3,12,14,30,1.80617997398389,0.918252177607818,NA,"Sind - Abbasid-Fatimid Period"
"860","Kachi Plain","PkSind1",2.51851393987789,6,5.14895414300788,3,4,3,12,14,30,1.79934054945358,0.913333333333334,NA,"Sind - Abbasid-Fatimid Period"
"862","Kachi Plain","AfGhurd",1.11394335230684,NA,6,4,9,4,14,14,34,1.8750612633917,0.913333333333334,NA,"Principality of Ghur"
"863","Kachi Plain","InDelh*",2.12057393120585,NA,6.47712125471966,7.5,10,11,16,14,37,1.94448267215017,0.913333333333334,5.47712125471966,"Delhi Sultanate"
"864","Kachi Plain","PkSind2",2.25285303097989,NA,5.14895414300788,3,3,3,12,14,35,1.82607480270083,0.913333333333334,NA,"Sind - Samma Dynasty"
"865","Kachi Plain","PkSind2",2.25285303097989,6.34242268082221,5.14895414300788,3,3,3,12,14,37,1.83884909073726,0.913333333333334,NA,"Sind - Samma Dynasty"
"866","Kachi Plain","InMugl*",2.33041377334919,NA,NA,5.5,10,10,15,14,40,1.94939000664491,1.096,5.60205999132796,"Mughal Empire"
"867","Kachi Plain","InMugl*",2.33041377334919,8.11394335230684,6.5854607295085,5.5,10,10,15,14,40,1.94939000664491,1.27866666666667,5.60205999132796,"Mughal Empire"
